               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.026043,            0.027347,           0.0022094,             0.84555,             0.70818,             0.76843,             0.49799,            0.024965,            0.028684,           0.0054272,            0.004918,            0.004918,            0.004918
                 156,            0.027185,            0.025308,           0.0023298,             0.70591,             0.73465,             0.74089,             0.48186,            0.024593,            0.028571,           0.0053429,            0.004885,            0.004885,            0.004885
                 157,            0.026928,            0.028763,           0.0024983,             0.83698,             0.67938,             0.72928,             0.46435,            0.025086,            0.028225,           0.0066385,            0.004852,            0.004852,            0.004852
                 158,            0.026438,            0.028012,           0.0022409,             0.83443,             0.66619,             0.74556,             0.48437,            0.024542,            0.028059,           0.0073067,            0.004819,            0.004819,            0.004819
                 159,             0.02532,            0.025619,           0.0022034,             0.80865,             0.70325,              0.7455,             0.48555,            0.024575,            0.028451,           0.0067477,            0.004786,            0.004786,            0.004786
                 160,            0.025458,            0.026563,           0.0019105,             0.85959,             0.65304,               0.732,             0.47091,            0.024697,            0.028422,           0.0078288,            0.004753,            0.004753,            0.004753
                 161,            0.026616,            0.025244,           0.0019843,              0.8899,             0.65408,             0.75449,             0.48467,             0.02453,            0.028699,           0.0061537,             0.00472,             0.00472,             0.00472
                 162,             0.02548,            0.027353,           0.0022148,             0.86075,             0.69191,             0.74756,             0.48044,            0.024756,            0.029072,             0.00607,            0.004687,            0.004687,            0.004687
                 163,            0.024966,            0.026324,           0.0021486,             0.75665,               0.677,             0.72511,             0.45983,            0.024221,             0.02882,           0.0067339,            0.004654,            0.004654,            0.004654
                 164,            0.025592,            0.025287,           0.0020207,             0.82621,             0.66683,             0.73761,             0.47879,             0.02445,            0.028726,            0.006394,            0.004621,            0.004621,            0.004621
                 165,            0.025524,            0.027887,           0.0021743,             0.74622,             0.71871,             0.75205,             0.48288,            0.024649,            0.028764,            0.005938,            0.004588,            0.004588,            0.004588
                 166,            0.024782,            0.026105,           0.0018833,             0.91613,             0.65694,             0.75067,             0.49166,            0.024694,            0.028554,           0.0062425,            0.004555,            0.004555,            0.004555
                 167,            0.025954,            0.026497,           0.0017263,             0.95206,             0.61426,              0.7489,             0.48867,            0.024754,            0.028602,           0.0064634,            0.004522,            0.004522,            0.004522
                 168,            0.025833,            0.026927,           0.0020842,             0.81353,             0.69564,             0.76109,             0.48765,            0.024546,            0.028563,            0.006417,            0.004489,            0.004489,            0.004489
                 169,            0.025143,            0.026912,           0.0022586,             0.87965,             0.69729,             0.79097,             0.51188,            0.024485,            0.028539,           0.0046058,            0.004456,            0.004456,            0.004456
                 170,            0.025366,            0.025991,           0.0023005,             0.81109,             0.71324,             0.77265,             0.49476,            0.024848,            0.028626,           0.0051708,            0.004423,            0.004423,            0.004423
                 171,            0.024749,            0.025962,           0.0019501,             0.89857,             0.65686,             0.75832,             0.49412,            0.024311,            0.028307,           0.0061051,             0.00439,             0.00439,             0.00439
                 172,            0.024749,            0.025647,           0.0018162,             0.90166,             0.63067,             0.73064,             0.47119,            0.024778,            0.028616,           0.0067876,            0.004357,            0.004357,            0.004357
                 173,            0.024946,            0.025861,           0.0015864,             0.84485,             0.68201,             0.77174,             0.49688,            0.024363,            0.028265,            0.005051,            0.004324,            0.004324,            0.004324
                 174,            0.024247,             0.02534,           0.0016456,              0.8137,             0.71826,             0.78317,             0.50926,            0.024348,            0.028577,           0.0048663,            0.004291,            0.004291,            0.004291
                 175,            0.024736,            0.026029,           0.0015625,             0.79687,             0.69667,             0.75526,             0.49176,            0.024479,             0.02801,             0.00597,            0.004258,            0.004258,            0.004258
                 176,            0.025983,            0.027167,            0.002026,             0.82063,             0.64207,             0.72363,             0.46635,            0.024817,            0.028484,            0.006659,            0.004225,            0.004225,            0.004225
                 177,             0.02415,            0.023636,           0.0019914,             0.77702,             0.71789,             0.75169,             0.48771,            0.024455,            0.028071,           0.0059724,            0.004192,            0.004192,            0.004192
                 178,            0.025047,            0.025408,            0.001686,             0.80707,             0.69226,             0.75779,             0.49486,            0.024689,            0.028223,           0.0060161,            0.004159,            0.004159,            0.004159
                 179,             0.02492,            0.025463,           0.0015969,             0.81972,              0.6824,             0.73877,             0.48409,            0.025055,             0.02904,           0.0065064,            0.004126,            0.004126,            0.004126
                 180,            0.024266,            0.024198,           0.0019048,             0.86705,              0.6636,             0.72088,             0.47074,            0.024571,            0.028846,           0.0076248,            0.004093,            0.004093,            0.004093
                 181,            0.024733,            0.025615,           0.0017075,             0.90428,             0.69949,             0.78288,             0.50559,            0.024698,            0.028869,           0.0051327,             0.00406,             0.00406,             0.00406
                 182,            0.024761,            0.025772,           0.0019496,              0.9338,             0.67274,             0.78129,             0.50907,            0.025044,            0.029115,           0.0053814,            0.004027,            0.004027,            0.004027
                 183,            0.024574,            0.026115,           0.0021167,             0.87123,             0.65387,             0.73878,             0.48372,            0.024409,            0.028517,           0.0069282,            0.003994,            0.003994,            0.003994
                 184,            0.024441,            0.024663,           0.0020903,             0.83297,             0.64458,             0.71661,             0.46636,            0.024344,            0.028399,           0.0075891,            0.003961,            0.003961,            0.003961
                 185,            0.024365,            0.026423,           0.0021487,             0.76653,             0.69413,             0.73813,             0.47539,            0.024607,             0.02904,           0.0061627,            0.003928,            0.003928,            0.003928
                 186,            0.024446,            0.025863,           0.0019738,             0.80185,             0.65516,             0.71721,             0.46878,            0.024836,            0.028889,           0.0070902,            0.003895,            0.003895,            0.003895
                 187,            0.024184,            0.025611,           0.0018343,             0.83421,             0.66337,             0.73642,             0.48455,            0.024489,            0.028839,           0.0069379,            0.003862,            0.003862,            0.003862
                 188,            0.024046,            0.025911,           0.0016233,             0.90212,             0.62225,             0.72672,             0.46596,            0.024557,            0.029184,           0.0076196,            0.003829,            0.003829,            0.003829
                 189,            0.024223,            0.024099,           0.0016509,             0.82409,             0.68832,             0.75857,              0.4959,             0.02441,             0.02877,           0.0059402,            0.003796,            0.003796,            0.003796
                 190,            0.024037,            0.024857,           0.0016923,             0.85313,             0.63085,             0.71408,             0.46258,             0.02453,            0.028636,           0.0075337,            0.003763,            0.003763,            0.003763
                 191,            0.024202,            0.023908,           0.0017058,              0.8816,              0.5999,             0.72017,             0.46389,            0.024638,            0.028885,           0.0076083,             0.00373,             0.00373,             0.00373
                 192,            0.024624,            0.025269,           0.0021579,             0.87507,             0.71747,              0.7909,             0.50576,            0.024548,            0.028959,           0.0053971,            0.003697,            0.003697,            0.003697
                 193,            0.024273,            0.027035,           0.0020995,             0.85337,             0.68481,             0.75212,             0.48364,            0.024352,            0.028499,           0.0069227,            0.003664,            0.003664,            0.003664
                 194,             0.02429,            0.026143,           0.0018512,             0.80429,             0.69758,             0.74785,              0.4827,            0.024208,              0.0284,           0.0066623,            0.003631,            0.003631,            0.003631
                 195,            0.023903,            0.026887,            0.001663,             0.82491,             0.72258,             0.77302,             0.50837,            0.024066,            0.028243,           0.0054027,            0.003598,            0.003598,            0.003598
                 196,            0.023725,              0.0234,           0.0015235,             0.86065,             0.69092,              0.7726,             0.51265,            0.024249,            0.028563,            0.004993,            0.003565,            0.003565,            0.003565
                 197,            0.023284,            0.024353,           0.0018311,             0.84139,             0.69592,             0.76235,             0.50898,            0.024407,            0.028831,           0.0056129,            0.003532,            0.003532,            0.003532
                 198,            0.023299,            0.024178,           0.0017074,             0.88826,             0.62668,             0.73921,             0.48372,             0.02432,            0.028766,           0.0065786,            0.003499,            0.003499,            0.003499
                 199,            0.023506,            0.025632,           0.0016101,             0.91149,             0.64319,             0.73368,             0.48258,            0.024096,            0.028076,           0.0073963,            0.003466,            0.003466,            0.003466
                 200,            0.023956,             0.02378,            0.001925,             0.89099,             0.65017,             0.73368,             0.47423,            0.024802,            0.028694,           0.0068996,            0.003433,            0.003433,            0.003433
                 201,            0.023386,            0.023988,           0.0015247,             0.85826,             0.66074,             0.72745,             0.47504,            0.024382,            0.028583,           0.0072368,              0.0034,              0.0034,              0.0034
                 202,            0.023465,            0.025605,           0.0014781,             0.81921,             0.68354,             0.73851,             0.46775,            0.024308,            0.028877,            0.006745,            0.003367,            0.003367,            0.003367
                 203,            0.023455,            0.024385,           0.0015645,              0.7762,             0.70309,             0.74361,             0.48051,            0.024239,            0.028567,           0.0069627,            0.003334,            0.003334,            0.003334
                 204,            0.023246,            0.023493,           0.0015294,             0.84646,             0.70887,             0.76563,             0.49912,            0.024469,            0.028723,           0.0056039,            0.003301,            0.003301,            0.003301
                 205,            0.023565,            0.024702,           0.0015237,             0.90586,             0.67629,             0.76182,             0.50058,            0.024522,            0.029008,           0.0060405,            0.003268,            0.003268,            0.003268
                 206,            0.023098,            0.023455,           0.0015876,             0.90201,             0.63623,              0.7369,             0.47679,            0.024397,            0.029104,            0.006993,            0.003235,            0.003235,            0.003235
                 207,            0.023232,            0.024377,           0.0014852,              0.8456,             0.68508,             0.76631,             0.49988,            0.024484,            0.029401,           0.0054447,            0.003202,            0.003202,            0.003202
                 208,            0.022859,            0.024179,           0.0013428,             0.79016,             0.68187,             0.74988,             0.49056,            0.024281,             0.02904,           0.0058696,            0.003169,            0.003169,            0.003169
                 209,            0.022459,            0.023189,           0.0016909,               0.831,             0.66007,             0.73425,             0.48397,            0.024409,            0.029049,           0.0067484,            0.003136,            0.003136,            0.003136
                 210,            0.022876,            0.024679,           0.0016346,             0.88434,             0.65396,             0.74999,               0.493,            0.024238,            0.028705,           0.0063195,            0.003103,            0.003103,            0.003103
                 211,            0.022738,            0.023769,           0.0015262,                0.84,             0.68424,             0.74719,             0.48936,            0.024293,            0.028957,           0.0064675,             0.00307,             0.00307,             0.00307
                 212,            0.023609,            0.023735,           0.0016289,             0.83683,             0.66532,             0.73725,             0.48075,            0.024364,            0.028643,           0.0068792,            0.003037,            0.003037,            0.003037
                 213,            0.022927,             0.02362,           0.0015018,             0.82316,             0.67301,             0.73332,             0.47761,             0.02426,            0.028991,           0.0070427,            0.003004,            0.003004,            0.003004
                 214,            0.022852,            0.024691,           0.0015549,             0.85689,             0.71101,             0.77678,             0.50789,            0.024241,            0.028871,           0.0055231,            0.002971,            0.002971,            0.002971
                 215,            0.022298,            0.023897,           0.0013082,             0.84535,             0.66496,             0.74912,             0.49676,            0.024187,            0.028877,           0.0068666,            0.002938,            0.002938,            0.002938
                 216,            0.022243,             0.02523,           0.0014592,             0.77112,             0.73591,             0.76454,             0.50033,            0.024354,            0.029037,           0.0060044,            0.002905,            0.002905,            0.002905
                 217,            0.022857,            0.023393,           0.0016737,             0.84186,              0.6895,             0.75485,             0.49304,            0.024421,            0.028987,           0.0061629,            0.002872,            0.002872,            0.002872
                 218,             0.02252,            0.023412,            0.001418,              0.8204,             0.69412,              0.7571,             0.49561,            0.024328,            0.028719,           0.0059004,            0.002839,            0.002839,            0.002839
                 219,            0.022468,            0.023042,           0.0013306,             0.84857,             0.68522,              0.7492,             0.49414,            0.024177,            0.028641,           0.0062044,            0.002806,            0.002806,            0.002806
                 220,            0.022268,            0.022903,           0.0014249,               0.797,             0.69622,             0.74052,             0.48677,             0.02449,            0.029067,           0.0063246,            0.002773,            0.002773,            0.002773
                 221,             0.02236,             0.02421,           0.0013555,             0.76686,             0.70939,             0.74309,             0.48291,            0.024418,            0.028992,           0.0065306,             0.00274,             0.00274,             0.00274
                 222,            0.022176,            0.023054,           0.0015063,             0.82785,             0.68657,              0.7581,             0.48876,            0.024599,            0.029027,           0.0059483,            0.002707,            0.002707,            0.002707
                 223,            0.022325,            0.024175,           0.0013716,              0.8168,             0.68022,             0.75712,             0.49408,            0.024432,            0.028856,           0.0061175,            0.002674,            0.002674,            0.002674
                 224,            0.022053,            0.022574,           0.0015421,             0.85815,             0.66483,             0.74923,             0.48994,            0.024439,            0.029235,           0.0060343,            0.002641,            0.002641,            0.002641
                 225,            0.022626,            0.024672,           0.0014414,             0.84259,             0.68301,              0.7537,             0.48845,            0.024394,             0.02911,           0.0056773,            0.002608,            0.002608,            0.002608
                 226,            0.021837,            0.023737,           0.0012781,             0.84788,             0.67136,             0.75212,             0.49166,            0.024155,            0.028989,           0.0068797,            0.002575,            0.002575,            0.002575
                 227,            0.021789,            0.023948,           0.0013094,             0.75587,             0.66034,             0.71099,             0.46144,            0.024315,            0.029157,           0.0087151,            0.002542,            0.002542,            0.002542
                 228,            0.022218,            0.024432,           0.0013504,             0.92775,             0.63493,             0.74632,             0.49142,            0.024272,            0.029156,           0.0065639,            0.002509,            0.002509,            0.002509
                 229,            0.022261,            0.023573,           0.0014537,             0.85308,             0.67029,             0.73633,             0.48134,            0.024372,             0.02939,            0.007522,            0.002476,            0.002476,            0.002476
                 230,            0.021764,            0.024074,           0.0015372,             0.84539,             0.67884,              0.7585,             0.49558,            0.024214,            0.029119,            0.005275,            0.002443,            0.002443,            0.002443
                 231,            0.022301,            0.024581,           0.0014829,             0.85556,             0.68002,             0.74909,             0.49153,            0.024254,            0.029173,           0.0061869,             0.00241,             0.00241,             0.00241
                 232,            0.022372,            0.023912,           0.0013806,              0.8035,             0.68696,             0.73585,             0.48177,            0.024319,            0.029196,           0.0069491,            0.002377,            0.002377,            0.002377
                 233,             0.02222,            0.024849,           0.0012963,             0.80091,             0.66524,             0.72625,             0.47646,            0.024442,            0.029395,           0.0072244,            0.002344,            0.002344,            0.002344
                 234,            0.021961,            0.022774,           0.0014027,             0.88022,             0.64079,             0.73024,             0.47833,            0.024443,            0.029261,           0.0068718,            0.002311,            0.002311,            0.002311
                 235,            0.021672,             0.02381,            0.001277,             0.91433,             0.63033,             0.72384,             0.47896,            0.024324,            0.029472,           0.0074318,            0.002278,            0.002278,            0.002278
                 236,            0.021873,            0.022883,           0.0014739,               0.857,             0.62476,             0.70533,             0.46002,             0.02437,            0.029458,           0.0087062,            0.002245,            0.002245,            0.002245
                 237,            0.021415,             0.02307,           0.0012096,             0.86726,              0.6211,             0.72382,             0.47646,            0.024333,            0.029215,            0.007254,            0.002212,            0.002212,            0.002212
                 238,            0.021793,            0.024892,            0.001344,             0.90378,             0.62652,             0.72279,             0.47706,            0.024352,            0.029475,           0.0073844,            0.002179,            0.002179,            0.002179
                 239,            0.022252,            0.024618,           0.0014734,             0.89607,             0.63418,             0.73791,             0.48913,            0.024449,            0.029407,           0.0068125,            0.002146,            0.002146,            0.002146
                 240,            0.021485,            0.021419,           0.0012228,              0.8454,              0.6633,             0.73214,             0.48167,            0.024198,            0.029347,            0.007952,            0.002113,            0.002113,            0.002113
                 241,            0.021951,            0.022381,            0.001631,             0.87643,             0.63508,             0.72409,             0.47459,            0.024457,            0.029663,           0.0080265,             0.00208,             0.00208,             0.00208
                 242,            0.021913,            0.023619,           0.0015009,             0.80181,             0.66763,             0.73432,             0.48614,            0.024129,             0.02944,            0.007581,            0.002047,            0.002047,            0.002047
                 243,            0.021082,            0.022437,           0.0012816,              0.8077,             0.68457,             0.74087,             0.48898,            0.024125,             0.02947,           0.0071032,            0.002014,            0.002014,            0.002014
                 244,            0.021425,             0.02284,           0.0014267,             0.81166,             0.67876,             0.73667,             0.48144,            0.024282,            0.029428,           0.0067294,            0.001981,            0.001981,            0.001981
                 245,            0.021783,            0.023896,           0.0014333,             0.83934,              0.6715,             0.75479,             0.49953,            0.024342,            0.029272,           0.0057684,            0.001948,            0.001948,            0.001948
                 246,            0.021382,            0.023994,            0.001539,             0.81058,             0.67798,             0.72336,             0.47246,            0.024328,             0.02959,           0.0075629,            0.001915,            0.001915,            0.001915
                 247,            0.021176,             0.02245,            0.001565,             0.79706,             0.67629,             0.73024,             0.47797,            0.024456,            0.029849,           0.0071433,            0.001882,            0.001882,            0.001882
                 248,            0.021305,            0.023085,           0.0014171,             0.86373,             0.64107,             0.72893,              0.4739,            0.024553,            0.029461,           0.0073625,            0.001849,            0.001849,            0.001849
                 249,            0.021717,            0.023574,           0.0013142,             0.88526,             0.64296,             0.71333,             0.46672,            0.024142,            0.029156,           0.0091384,            0.001816,            0.001816,            0.001816
                 250,            0.021121,            0.022502,           0.0012374,             0.90373,             0.65465,             0.74319,             0.48751,            0.024226,            0.029292,           0.0074125,            0.001783,            0.001783,            0.001783
                 251,            0.021308,            0.023155,           0.0012505,               0.847,             0.69417,             0.77412,             0.50725,            0.024352,            0.029436,           0.0057899,             0.00175,             0.00175,             0.00175
                 252,            0.020984,            0.023455,           0.0013003,             0.88311,             0.66114,             0.76433,             0.50224,            0.024366,            0.029858,           0.0065226,            0.001717,            0.001717,            0.001717
                 253,            0.021367,            0.023194,           0.0013835,             0.78922,             0.72856,              0.7658,             0.50628,            0.024275,            0.029771,           0.0060465,            0.001684,            0.001684,            0.001684
                 254,            0.020879,            0.022601,           0.0013295,             0.86144,             0.65347,             0.75732,              0.4979,            0.024321,            0.029589,           0.0061559,            0.001651,            0.001651,            0.001651
                 255,            0.021165,             0.02268,           0.0014055,             0.91115,             0.64304,             0.75652,             0.49791,            0.024355,            0.029414,              0.0062,            0.001618,            0.001618,            0.001618
                 256,            0.020781,            0.022149,            0.001305,             0.81961,             0.70027,             0.76087,             0.49526,            0.024435,            0.029793,           0.0058864,            0.001585,            0.001585,            0.001585
                 257,            0.020882,            0.022844,           0.0012452,             0.93796,             0.64196,             0.74695,             0.48977,            0.024234,             0.02964,           0.0068642,            0.001552,            0.001552,            0.001552
                 258,            0.021373,            0.023025,           0.0011412,             0.85183,             0.66726,             0.74947,             0.49401,            0.024139,             0.02961,           0.0068448,            0.001519,            0.001519,            0.001519
                 259,            0.021039,              0.0221,            0.001238,             0.87147,             0.65849,              0.7377,             0.48173,            0.024337,            0.029607,           0.0075662,            0.001486,            0.001486,            0.001486
                 260,            0.021236,            0.022105,           0.0013629,             0.90604,             0.65732,             0.76092,             0.50202,            0.024524,            0.029958,           0.0062387,            0.001453,            0.001453,            0.001453
                 261,            0.021192,             0.02263,           0.0011897,             0.87924,             0.67333,             0.75706,             0.50271,            0.024366,            0.029811,           0.0062252,             0.00142,             0.00142,             0.00142
                 262,            0.021118,            0.022136,           0.0013661,             0.85057,             0.65936,             0.75031,             0.49671,            0.024199,            0.029551,           0.0066005,            0.001387,            0.001387,            0.001387
                 263,             0.02021,            0.021841,           0.0010795,             0.81826,             0.67366,             0.75297,             0.49991,            0.024407,            0.029685,           0.0064373,            0.001354,            0.001354,            0.001354
                 264,            0.021174,            0.022995,           0.0013247,              0.8592,             0.68104,             0.75481,             0.49651,            0.024469,            0.029616,           0.0069422,            0.001321,            0.001321,            0.001321
                 265,            0.020725,            0.023454,           0.0011017,             0.85804,             0.63554,             0.73576,             0.48783,            0.024286,            0.029675,           0.0075576,            0.001288,            0.001288,            0.001288
                 266,            0.020681,            0.023525,           0.0013563,             0.89162,             0.62257,             0.74293,             0.48754,            0.024506,            0.029966,           0.0072879,            0.001255,            0.001255,            0.001255
                 267,            0.020473,            0.021127,           0.0010483,             0.84603,             0.64165,             0.73448,              0.4828,            0.024517,            0.029947,           0.0075299,            0.001222,            0.001222,            0.001222
                 268,            0.020618,            0.023143,           0.0011731,             0.78527,             0.68814,             0.75228,             0.48897,            0.024506,            0.029699,            0.007082,            0.001189,            0.001189,            0.001189
                 269,            0.020708,            0.023002,           0.0012494,             0.79344,             0.69724,              0.7556,             0.49475,            0.024508,            0.029686,           0.0069389,            0.001156,            0.001156,            0.001156
